id,image_title_vernacular,image_title_latin,image_subject,church_or_sanctuary,locality,diocese_latin,diocese_modern,country,first_coronation,coronation_dates,strongest_evidence,popes,legates,confidence,source_count
madonna-del-pianto-sant-angelo-in-vado,Madonna del Pianto,Virgo Maria « a Planctu »,Blessed Virgin Mary,Sacellum B. Mariae Virginis « a Planctu » (the Basilica title is granted to the Cathedral of St Michael Archangel),Sant'Angelo in Vado,Sancti Angeli in Vado,Sant'Angelo in Vado,Italy,1947-08-11,1947-08-11,papal_personal_coronation,Pius PP. XII,,high,1
dei-genetricis-imago-a-rosa-santa-margherita-lig,,Dei Genetricis Imago « a Rosa »,Blessed Virgin Mary,Ecclesia paroecialis S. Margaritae V. et M. (Basilica Minor),Santa Margherita Ligure,Clavarensis,Chiavari,Italy,1776,1776,retrospective_attestation,Pius PP. XII,,medium,1
beatae-mariae-virginis-simulacrum-b-m-v-in-caelu,,Beatae Mariae Virginis Simulacrum (B. M. V. in Caelum Assumpta),Blessed Virgin Mary,Ecclesia paroecialis B. M. V. in Caelum Assumptae (sacellum with the wooden Byzantine-style 12th-cent. statue),Santa Maria a Vico,Acerrarum,Acerra,Italy,1913,1913,retrospective_attestation,Pius PP. XII,,high,1
b-v-di-leuca-santa-maria-di-leuca-de-finibus-ter,"B. V. di Leuca (Santa Maria di Leuca, 'de Finibus Terrae')",,Blessed Virgin Mary,santuario della B. V. di Leuca,"Santa Maria di Leuca (Finibus Terrae), diocese of Alessano",,,Italy,1721,1721,chapter_decree,,,low,2
madonna-delle-grazie-sassari,Madonna delle Grazie,,Blessed Virgin Mary,San Pietro in Silki,Sassari,,,Italy,1909-05-09,1909-05-09,chapter_decree,,,medium,1
nostra-signora-della-misericordia-savona,Nostra Signora della Misericordia,"simulacrum Savonense, Maria Auxiliatrix christianorum, Domina Nostra a Misericordia",Blessed Virgin Mary,Sanctuarium Dominae Nostrae a Misericordia (prope urbem Savonensem),Savona,Savonensis et Naulensis,Savona-Noli,Italy,1770,1770; 1815-05-10,chapter_decree,Benedictus PP. XV; Pius PP. X; Pius PP. XI,,high,7
maria-santissima-del-soccorso-sciacca-thermae-se,Maria Santissima del Soccorso,simulacrum Deiparae Virginis titulo « Maria SS.ma del Soccorso »,Blessed Virgin Mary,Sanctuarium « Maria SS.ma del Soccorso »,Sciacca (Thermae Selinuntinae),Agrigentina,Agrigento,Italy,1907-08-15,1907-08-15,retrospective_attestation,Ioannes Paulus PP. II,,high,1
mater-pauperum-tabula-beatae-mariae-virginis-ab,,Mater Pauperum (Tabula Beatae Mariae Virginis ab Oriente translata),Blessed Virgin Mary,Ecclesia paroecialis et collegialis B. Mariae V. Immaculatae,Seminara,Miletensis,Mileto,Italy,,,retrospective_attestation,Pius PP. XII,,medium,1
santa-maria-addolorata-senigallia,Santa Maria Addolorata,,Blessed Virgin Mary,San Martino,Senigallia,,,Italy,1921-09-18,1921-09-18,chapter_decree,,,medium,1
madonna-del-duomo-senigallia,Madonna del Duomo,Beata Maria Virgo a Spe,Blessed Virgin Mary,Templum cathedrale S. Petri Apostoli,Senigallia,Senogalliensis,Senigallia,Italy,,,retrospective_attestation,Pius PP. XI,,medium,1
madonna-avvocata-del-popolo-sessa-aurunca,Madonna Avvocata del Popolo,"Prodigiosa imago Beatae Mariae Virginis, populi Suessani Advocata",Blessed Virgin Mary,Ecclesia cathedralis Suessana SS. Apostolorum Petri et Pauli,Sessa Aurunca,Suessana,Sessa Aurunca,Italy,1904-09-11,1904-09-11,chapter_decree,Pius PP. XI,,high,2
imago-christi-cruci-affixi-sestri-levante,,imago Christi Cruci affixi,other (Christ Crucified — a crucifix),paroecialis ecclesia Beatae Mariae Virginis a Nazareth,Sestri Levante,Clavarensis,Chiavari,Italy,1903,1903,retrospective_attestation,Ioannes PP. XXIII,,medium,1
santa-maria-del-presepe-delle-monache-di-tutti-i,Santa Maria del Presepe delle Monache di tutti i Santi di Siena,Simulacrum miraculosum B. M. V. de Praesepio et Pueri Jesu (OCR 'd'Pre-sepio'; margin label garbled 'B. M. V. de Bisegliis'),Blessed Virgin Mary with Child,"Chiesa del Monastero d'Ogni Santi delle Monache Benedettine, Siena",Siena,,Siena (Archbishop Leonardo Marsili),Italy,1704-06-07,1704-06-07,chapter_decree,,"Abbate Gio. Andrea Ricci, canon of the Vatican Basilica",high,2
santa-maria-di-provenzano-siena-provenzano,Santa Maria di Provenzano,,Blessed Virgin Mary,Santa Maria di Provenzano,Siena (Provenzano),,,Italy,1681,1681,chapter_decree,,,low,1
sancta-maria-cabuabbas-nostra-signora-di-corte-s,"Sancta Maria Cabuabbas, Nostra Signora di Corte",,Blessed Virgin Mary,Abbazia di Nostra Signora di Corte (Cabuabbas),Sindia,,,Italy,1948-09-04,1948-09-04; 1998-09-04,chapter_decree,,,low,2
madonna-del-rosario-detta-del-flagello-soriano-c,Madonna del Rosario (detta del Flagello),Simulacrum Dominae Nostrae a Rosario sive a Flagello,Blessed Virgin Mary,Sanctuarium Sancti Dominici,Soriano Calabro,Miletensis,Mileto,Italy,,,papal_legate_deputation,Ioannes Paulus PP. II,"Marius Aloisius S. R. E. Cardinalis Ciappi, O.P.",medium,1
santa-maria-del-carmine-sorrento,Santa Maria del Carmine,,Blessed Virgin Mary,Santa Maria del Carmine,Sorrento,,,Italy,1880-07-11,1880-07-11; 1980,chapter_decree,,,medium,2
santa-maria-lauretana-nella-chiesa-de-chierici-r,Santa Maria Lauretana nella Chiesa de Chierici Regolari di S. Paolo di Spoleto,,Blessed Virgin Mary,Chiesa dei Barnabiti (Chierici Regolari di S. Paolo),Spoleto,,,Italy,1696,1696,chapter_decree,,,low,1
madonna-di-lourdes-stella,Madonna di Lourdes,simulacrum Beatae Mariae Virginis Lapurdensis,Blessed Virgin Mary,Ecclesia matrix Sancti Martini Episcopi,Stella,Savonensis,Savona,Italy,1909,1909,retrospective_attestation,Pius PP. XI,,medium,1
madonna-dei-campi-nostra-signora-della-preghiera,"Madonna dei Campi, Nostra Signora della Preghiera",,Blessed Virgin Mary,Santuario della Madonna dei Campi,Stezzano,,,Italy,1896-09-05,1896-09-05,chapter_decree,,,medium,1
madonna-del-rocciamelone-susa-segusium-monte-roc,Madonna del Rocciamelone,Beata Maria Virgo dei Rocciamelone,Blessed Virgin Mary,sacellum in vertice montis Rocciamelone,Susa (Segusium) / Monte Rocciamelone,Segusiensis,Susa,Italy,,,retrospective_attestation,Ioannes PP. XXIII,,medium,1
sacrum-cor-immaculatum-beatae-mariae-virginis-ta,,Sacrum Cor Immaculatum Beatae Mariae Virginis,Blessed Virgin Mary,Ecclesia paroecialis et conlegiata Sanctorum Iacobi et Philippi (Sanctuarium Mariale),Taggia,Ventimiliensis,Ventimiglia,Italy,1856,1856,retrospective_attestation,Pius PP. XII,,high,1
madonna-della-misericordia-terni-interamna,Madonna della Misericordia,Beata Maria Virgo a Misericordia,Blessed Virgin Mary,chapel of the cathedral (Templum principis) of Terni; the image is a painting attributed to Carlo Maratta,Terni (Interamna),Interamnensis,Terni,Italy,1937,1937,retrospective_attestation,Pius PP. XII,Nicolaus S. R. E. Protodiaconus Cardinalis Canali,high,1
madonna-di-tirano-tirano-valtellina,Madonna di Tirano,Sacrae Imagines Beatissimae Virginis Mariae ac Pueri Domini Nostri Jesu Christi existentes in Ven. Ecclesia Beatae Virginis Mariae Tirani (also 'Virgo Tiranensis' / 'Beata Maria Virgo de Tirano' in the prints and the 1629 visitation),Blessed Virgin Mary,"Ven. Ecclesia Beatae Virginis Mariae, Divo Michaeli Archangelo dicata, sita extra et prope oppidum Tirani (Chiesa / Santuario della Madonna di Tirano)",Tirano (Valtellina),Comensis,Como,Italy,1690-09-29,1690-09-29,chapter_decree,Pius PP. XI,"Camillo Mugiasca (Mugiacea), canon of the Vatican Basilica, 'ad haec specialiter deputatus'",high,3
santa-maria-di-quintigliolo-nelle-vicinanze-di-t,Santa Maria di Quintigliolo nelle vicinanze di Tivoli,,Blessed Virgin Mary,Santuario di Quintiliolo,Tivoli (Quintiliolo),,,Italy,1765,1765,chapter_decree,,,low,1
imago-beatae-mariae-virginis-primae-labis-expert,,Imago Beatae Mariae Virginis primae labis expertis,Blessed Virgin Mary,Ecclesia paroecialis S. Crucis (Santa Croce),Torre del Greco,Neapolitana (archidioecesis),Naples,Italy,,,retrospective_attestation,Pius PP. XII,,medium,1
santa-maria-nella-chiesa-de-carmelitani-di-trapa,Santa Maria nella Chiesa de Carmelitani di Trapani,,Blessed Virgin Mary with Child (marble statue),Chiesa dei Carmelitani (Annunziata),"Trapani, Carmelite sanctuary of the Annunziata",,,Italy,1734,1734,chapter_decree,,,medium,2
la-madonna-grande-treviso,La Madonna Grande,SSmae Virginis imago (thaumaturga ac vetustissima icon B. Mariae Virginis),Blessed Virgin Mary,"Ecclesia S. Mariae Maioris, vulgo "" La Madonna Grande """,Treviso,Tarvisina,Treviso,Italy,1897,1897,retrospective_attestation,Benedictus PP. XV,,high,1
beata-maria-virgo-de-monte-carmelo-tricarico,,Beata Maria Virgo de Monte Carmelo,Blessed Virgin Mary,,Tricarico,Tricaricensis,Tricarico,Italy,1938,1938,retrospective_attestation,Pius PP. XII,,high,1
maria-ausiliatrice-turin,Maria Ausiliatrice,Imago thaumaturgae Virginis Adiutricis (Deipara Virgo Christianorum Adiutrix),Blessed Virgin Mary,"Templum Mariae SS. Auxiliatricis, a S. Ioanne Bosco excitatum et anno 1868 dedicatum (Basilica di Maria Ausiliatrice)",Turin,Taurinensis,Turin,Italy,1903-05-27,1903-05-27,papal_coronation_act,Leo PP. XIII; Pius PP. X,"Augustinus S. R. E. Presbyter Cardinalis Richelmy, Archiepiscopus Taurinensis",high,3
beata-maria-virgo-mater-gratiarum-udine-utinum,,Beata Maria Virgo Mater Gratiarum,Blessed Virgin Mary,Templum sive sanctuarium Beatae Mariae Virginis Matris Gratiarum,Udine (Utinum),Utinensis,Udine,Italy,1870,1870,retrospective_attestation,Pius PP. XI,,high,1
santa-maria-nella-metropolitana-di-urbino-urbino,Santa Maria nella Metropolitana di Urbino,,Blessed Virgin Mary,Cattedrale,Urbino,,,Italy,1687,1687,chapter_decree,,,low,1
madonna-di-altino-vall-alta-di-albino,Madonna di Altino,,Blessed Virgin Mary,Santuario della Beata Vergine di Altino,Vall'Alta di Albino,,,Italy,1919-07-23,1919-07-23,chapter_decree,,,medium,1
santa-maria-delle-grazie-di-valle-valenza-valle,Santa Maria delle Grazie di Valle Valenza,,Blessed Virgin Mary,Santa Maria delle Grazie,"Valle di Valenza (Valtellina), diocese of Como",,,Italy,1765,1765,chapter_decree,,,low,1
santa-maria-de-ruscelli-vallerano,Santa Maria de Ruscelli,,Blessed Virgin Mary,Santa Maria del Ruscello,Vallerano,,,Italy,1684,1684,chapter_decree,,,low,1
santa-maria-delle-grazie-nella-chiesa-de-domenic,Santa Maria delle Grazie nella Chiesa de' Domenicani di Val di Novi,,Blessed Virgin Mary,Chiesa dei Domenicani (Madonna delle Grazie),"Vallo della Lucania (Novi Velia), diocese of Capaccio",,,Italy,1786,1786,chapter_decree,,,low,1
santa-maria-della-nativita-di-belmonte-valperga,"Santa Maria della Natività, di Belmonte",,Blessed Virgin Mary,Santa Maria della Natività,Valperga,,,Italy,1788-08-17,1788-08-17,chapter_decree,,,medium,3
vergine-del-sacro-monte-varallo-sacro-monte,Vergine del Sacro Monte,,Blessed Virgin Mary,"Basilica dell'Assunta, Sacro Monte di Varallo",Varallo (Sacro Monte),,,Italy,1857-08-20,1857-08-20; 1862-08-17,chapter_decree,,,medium,2
santa-maria-delle-grazie-di-velletri-velletri,Santa Maria delle Grazie di Velletri,,Blessed Virgin Mary,Santa Maria delle Grazie,Velletri,,,Italy,1682,1682,chapter_decree,,,low,1
madonna-degli-infermi-vercelli-vercellae,Madonna degli Infermi,Thaumaturga Beatae Mariae Virginis Imago,Blessed Virgin Mary,Metropolitana aedes Vercellensis (cathedral of Vercelli),Vercelli (Vercellae),Vercellensis,Vercelli,Italy,1921,1921,retrospective_attestation,Benedictus PP. XV,,medium,1
beata-vergine-della-giara-madonna-di-loreto-dei,"Beata Vergine della Giara (Madonna di Loreto) dei PP. Teatini, Verona",Imago miraculosa B. M. Virginis Lauretanae Ven. Ecclesiae S. Nicolai a Clara RR. PP. Clericorum Regularium Congregationis Teatinorum Veronae,Blessed Virgin Mary with Child,Santa Casa / Santuario della B. Vergine di Loreto contiguous to the Chiesa della Giara of the Chierici Regolari (Teatini); coronation performed in the Chiesa di S. Nicolò dei Teatini,Verona,,Verona,Italy,1709-11-10,1709-11-10,chapter_decree,,"Gio. Francesco Barbarigo, Bishop of Verona (margin note: '30 9bris 1708 R. D. Barbarigo ad imponend. coronam deputatus')",high,2
s-maria-nella-catedrale-di-verona-verona-cathedr,S. Maria nella Catedrale di Verona,,Blessed Virgin Mary,Cattedrale,Verona (cathedral),,,Italy,1759,1759,chapter_decree,,,low,1
santa-maria-del-soccorso-di-vezzano-vezzano-ligu,Santa Maria del Soccorso di Vezzano,,Blessed Virgin Mary,Madonna del Soccorso,Vezzano Ligure,,,Italy,1772,1772,chapter_decree,,,low,1
maria-santissima-addolorata-viareggio,Maria Santissima Addolorata,simulacrum Virginis Perdolentis,Blessed Virgin Mary,Ecclesia paroecialis Sancti Andreae Apostoli (Ordo Servorum Mariae),Viareggio,Lucensis,Lucca,Italy,1920-05-09,1920-05-09,chapter_decree,Paulus PP. VI,,medium,2
madonna-del-monte-di-viggiano-viggiano,Madonna del Monte di Viggiano,Beatissima Dei Genetrix a « Sacro Monte di Viggiano »,Blessed Virgin Mary,Santa Maria del Monte / Santa Maria alle Mura (del Deposito),Viggiano,Potentina-Marsicensis,Potenza-Marsico Nuovo,Italy,1892-09-04,1892-09-04; 1991-04-28,chapter_decree,Paulus PP. VI,,medium,3
madonna-del-pasco-villanova-mondovi,Madonna del Pasco,,Blessed Virgin Mary,Chiesa della Madonna del Pasco,Villanova Mondovì,,,Italy,1900-08-15,1900-08-15,chapter_decree,,,medium,1
madonna-consolatrice-del-carpinello-visciano,Madonna Consolatrice del Carpinello,byzantina imago Beatae Mariae Virginis cum Iesu Infante,Blessed Virgin Mary,Sanctuarium « Madonna Consolatrice del Carpinello »,Visciano,Nolana,Nola,Italy,1886-04-20,1886-04-20,retrospective_attestation,Ioannes Paulus PP. II,,high,1
santa-maria-nella-chiesa-della-ssma-trinita-di-v,Santa Maria nella Chiesa della SSma Trinità di Viterbo,Imago miraculosa B. Mariae Virginis Liberatricis Viterbien. / Deiparae Virginis Mariae Liberatricis Imago,Blessed Virgin Mary with Child,"Chiesa della Santissima Trinità de' PP. Agostiniani (Eremitani di S. Agostino, Congregazione Genovese), Viterbo",Viterbo,,Viterbo (Andrea Card. Santacroce named as bishop in the inscription),Italy,1715-11-12,1715-11-12,chapter_decree,,"Canonico Pietro Francesco Bussi, canon of St Peter's, 'Viterbiensis Patritius'",high,2
image-vittoria-sicily,,,Blessed Virgin Mary,,Vittoria (Sicily),,,Italy,1785,1785,chapter_decree,,,low,1
santa-maria-lauretana-nella-chiesa-de-cappucini,Santa Maria Lauretana nella Chiesa de' Cappucini della Città Vittoria,,Blessed Virgin Mary,Chiesa dei Cappuccini (Madonna Lauretana),Vittoria (Sicily),,,Italy,1785,1785,chapter_decree,,,low,1
simulacrum-beatae-mariae-virginis-volterra,,Simulacrum Beatae Mariae Virginis,Blessed Virgin Mary,Cathedralis Ecclesia Volaterrana (B. M. V. in Caelum Assumptae),Volterra,Volaterrana,Volterra,Italy,,,papal_personal_coronation,Pius PP. XII,,high,1
madonna-dell-arco-near-naples-apud-urbem-neapoli,Madonna dell'Arco,Beatae Mariae Virginis imago ab Arcu appellata,Blessed Virgin Mary,Aedes sacra B. M. V. ab Arcu appellatae (sanctuary served by the Fratres Praedicatores),near Naples (apud urbem Neapolim),,,Italy,1874,1874,retrospective_attestation,Paulus PP. VI,"Marius S. R. E. Cardinalis Nasalli Rocca di Corneliano, Missus Extraordinarius",medium,1
pivasiunu-dievo-motina-pivasiunai,Pivašiūnų Dievo Motina,imago B. M. V. Deiparae,Blessed Virgin Mary,paroecialis aedes sacra loci Pivašiūnai,Pivašiūnai,Kaisiadorensis,Kaišiadorys,Lithuania,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
siluvos-dievo-motina-matka-boza-szydlowska-szydl,Šiluvos Dievo Motina (Matka Boża Szydłowska),,Blessed Virgin Mary with Child (Our Lady of the Snows type),,"Szydłów (Šiluva), Samogitia",,,Lithuania,1786-09-08,1786-09-08,chapter_decree,,,medium,1
traku-dievo-motina-matka-boza-trocka-trakai-trok,Trakų Dievo Motina (Matka Boża Trocka),,Blessed Virgin Mary with Child (Dexiokratousa),,Trakai (Troki),,,Lithuania,1718-09-04,1718-09-04,chapter_decree,,,medium,1
matka-boza-swietomichalska-sapiezynska-vilnius-w,Matka Boża Świętomichalska (Sapieżyńska),,Blessed Virgin Mary (Immaculata),,"Vilnius (Wilno), St Michael's",,,Lithuania,1750-09-08,1750-09-08,chapter_decree,,,medium,1
our-lady-of-ta-pinu-malta,Our Lady of Ta' Pinu,Imago Beatae Mariae Virginis in caelum Assumptae sub titulo « ta Pinu »,Blessed Virgin Mary,Basilica B. Mariae V. « ta Pinu »,,Gaudisiensis,Gozo,Malta,,,papal_legate_deputation,Pius PP. XI,"Alexius Henricus Maria S. R. E. Card. Lépicier, tit. Sanctae Susannae",high,1
sacerrimum-virginis-deiparae-simulacrum-quod-con,,sacerrimum Virginis Deiparae simulacrum quod Conspicuae colitur,Blessed Virgin Mary,,Cospicua (Bormla),Melitensis,Malta,Malta,,,retrospective_attestation,Pius PP. X,Dominicus Card. Ferrata,medium,1
beatae-mariae-virginis-in-caelum-assumptae-imago,,Beatae Mariae Virginis in caelum Assumptae imago,Blessed Virgin Mary,Paroeciale templum Mostae,Mosta,Melitensis,Malta,Malta,,,papal_coronation_act,Paulus PP. VI,"Michael Gonzi, Archiepiscopus Melitensis (deputed to impose the crown 'Nostro nomine et auctoritate')",high,1
maria-bambina-senglea,Maria Bambina,sacrum simulacrum Mariae Infantis,Blessed Virgin Mary,"Ecclesia collegiata Nativitatis B. Mariae Virginis, « a Victoria » dicta",Senglea,Melitensis,Malta,Malta,,,retrospective_attestation,Benedictus PP. XV,,medium,1
our-lady-of-mount-carmel-valletta,Our Lady of Mount Carmel,,Blessed Virgin Mary,Shrine of Our Lady of Mount Carmel,Valletta,,,Malta,1881-07-15,1881-07-15,chapter_decree,,,medium,1
madonna-ss-ma-delle-grazie-zabbar-malta-zabbar-o,"Madonna SS.ma delle Grazie (Żabbar, Malta)",,Blessed Virgin Mary,Chiesa Parrocchiale della Terra di Zabar (Żabbar),"Żabbar (OCR 'Zabar'), Malta",,,Malta,,,petition_not_conceded,,,low,1
nuestra-senora-de-la-asuncion-aguascalientes,Nuestra Señora de la Asunción,Domina Nostra ab Assumptione,Blessed Virgin Mary,templum cathedrale de Aguas Calientes (Basilica Minor),Aguascalientes,de Aguas Calientes,Aguascalientes,Mexico,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
nuestra-senora-del-rosario-alvarado-alvarado,Nuestra Señora del Rosario (Alvarado),Beata Maria Virgo a Rosario,Blessed Virgin Mary,paroeciale sacellum loci « Alvarado »,Alvarado,Verae Crucis,Veracruz,Mexico,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
nuestra-senora-de-la-soledad-antequera-oaxaca,Nuestra Señora de la Soledad,imago Almae Deiparae a Solitudine,Blessed Virgin Mary,templum B. Mariae V. Perdolentis (Basilica Minor),Antequera (Oaxaca),Antequerensis,Antequera (Oaxaca),Mexico,1909-01-18,1909-01-18,retrospective_attestation,Ioannes PP. XXIII,,high,1
nuestra-senora-del-carmen-catemaco,Nuestra Señora del Carmen,,Blessed Virgin Mary,Sanctuarium B.M.V. del Carmen,Catemaco,Sancti Andreae de Tuxtla,San Andrés Tuxtla,Mexico,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
del-pueblito-el-pueblito-near-queretaro,del Pueblito,"Imago Beatae Mariae Virginis, vulgo « del Pueblito »",Blessed Virgin Mary,"Templum eiusdem appellationis (« del Pueblito »), entrusted to the Friars Minor","El Pueblito, near Querétaro",Queretarensis,Querétaro,Mexico,1946-10-17,1946-10-17,retrospective_attestation,Pius PP. XII,"Marcianus Tinajero y Estrada, Episcopus Queretarensis (acting 'Nostro nomine et auctoritate')",high,1
nuestra-senora-de-la-caridad-huamantla,Nuestra Señora de la Caridad,Imago Beatae Mariae Virginis a Caritate,Blessed Virgin Mary,,Huamantla,Tlaxcalensis,Tlaxcala,Mexico,,,papal_coronation_act,Paulus PP. VI,"Marius Pius Gaspari, Archiepiscopus titulo Numidensis, in Mexico Apostolicus Delegatus (deputed to crown 'nomine et auctoritate Nostra')",medium,1
nuestra-senora-de-izamal-izamal,Nuestra Señora de Izamal,Imago Beatae Mariae Virginis de Izamal,Blessed Virgin Mary,,Izamal,Yucatanensis,Yucatán,Mexico,1949,1949,retrospective_attestation,Ioannes PP. XXIII,,high,1
nuestra-senora-de-la-luz-madre-santisima-de-la-l,Nuestra Senora de la Luz (Madre Santisima de la Luz),Deipara a Matre luminum,Blessed Virgin Mary,Cathedral church of Leon,Leon,Leonensis,Leon,Mexico,,,retrospective_attestation,Benedictus PP. XV,,high,1
nuestra-senora-de-guanajuato-leon,Nuestra Señora de Guanajuato,Sacra Imago Dominae Nostrae de Guanajuato,Blessed Virgin Mary,"templum Dominae Nostrae de Guanajuato (Basilica Minor, now Collegiata)",León,Leonensis,León,Mexico,,,retrospective_attestation,Pius PP. XII,,medium,1
