series,volume,year,page,act_number,act_type,pope,citation,source_pdf_url,evidence_type,rubric_latin,incipit_latin,image_title_latin,image_title_vernacular,image_subject,church_or_sanctuary,locality,diocese_latin,diocese_modern,country,act_date,coronation_date,legate,confidence,notes
AAS,79,1987,247,II,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 79 (1987), p. 247",https://www.vatican.va/archive/aas/documents/AAS-79-1987-ocr.pdf,retrospective_attestation,"Sanctuarium vulgo nuncupatum « Madonna Consolatrice del Carpinelle », quod in oppido « Visciano » intra fines Ecclesiae Nolanae exstat, ad Basilicae Minoris dignitatem evehitur.",Intra fines Nolanae dioecesis in oppido « Visciano » Sanctuarium clarum exstat vulgo nuncupatum « Madonna Consolatrice del Carpinello »,byzantina imago Beatae Mariae Virginis cum Iesu Infante,Madonna Consolatrice del Carpinello,Blessed Virgin Mary,Sanctuarium « Madonna Consolatrice del Carpinello »,Visciano,Nolana,Nola,Italy,1986-12-11,1886-04-20,,high,"Basilica Minor elevation act stating 'quam Vaticanum Capitulum die xx mensis Aprilis anno MDCCCLXXXVI sollemni ritu coronavit'. The rubric spells 'Carpinelle', the body 'Carpinello'. Country inferred from Nola/Visciano."
AAS,79,1987,513,II,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 79 (1987), p. 513",https://www.vatican.va/archive/aas/documents/AAS-79-1987-ocr.pdf,papal_coronation_act,"B. M. V. de Consolatione imago quae in ecclesia paroeciali vulgo « Wlodawa-Orchówek », in Poloniae finibus, colitur, diademate « nomine et auctoritate Summi Pontificis » redimitur.","Saepe Nos memoria repetentes innumera beneficia in catholicam Ecclesiam indesinenter a B. V. Maria collata, pietatem nimirum erga tantam tamque munificam fidelium omnium matrem patronamque confirmari",B. M. V. de Consolatione imago,,Blessed Virgin Mary,parish church of Włodawa-Orchówek,Włodawa-Orchówek,Siedlcensis,Siedlce,Poland,1987-03-26,,,high,"Faculty granted to Ioannes Mazur, Bishop of Siedlce, to crown the image in the Pope's name on a feast day, in person or through another; no coronation date given. Country explicit in the rubric ('in Poloniae finibus'). No vernacular title in the act; the Latin has 'B. M. V. de Consolatione'."
AAS,79,1987,514,III,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 79 (1987), p. 514",https://www.vatican.va/archive/aas/documents/AAS-79-1987-ocr.pdf,papal_coronation_act,"Imago B. M. V. quae in ecclesia Sanctissimae Trinitatis in oppido « Gliwice » asservatur, pretioso diademate redimiri sinitur.",Nostri Pontificatus ab initio Virginis Mariae cultum atque amorem continenter in universo christiano populo excitare et augere satagimus,Imago Beatae Mariae Virginis de « Lysiec »,,Blessed Virgin Mary,"church of the Most Holy Trinity, Gliwice",Gliwice,Opoliensis,Opole,Poland,1987-03-26,,,medium,"Act begins on printed page 514 (passage printed_page is 513); the volume index also cites it at p. 514. The task of crowning is committed to Iosephus Card. Glemp, Archbishop of Gniezno-Warsaw and President of the Polish Bishops' Conference, or a delegate; petition dated 16 Feb. 1987; no coronation date given. Country not named directly: inferred from 'Coetus Episcoporum Poloniae' and Gliwice/Opole. This act was re-printed at AAS 79 (1987) 833. No vernacular title in the act; the image is named from the place 'Lysiec' (Łysiec)."
AAS,79,1987,833,,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 79 (1987), p. 833",https://www.vatican.va/archive/aas/documents/AAS-79-1987-ocr.pdf,papal_coronation_act,"Imago B. M. V. quae in ecclesia Sanctissimae Trinitatis in oppido « Gliwice » asservatur, pretioso diademate redimiri sinitur.",Nostri Pontificatus ab initio Virginis Mariae cultum atque amorem continenter in universo christiano populo excitare et augere satagimus,Imago Beatae Mariae Virginis de « Lysiec »,,Blessed Virgin Mary,"church of the Most Holy Trinity, Gliwice",Gliwice,Opoliensis,Opole,Poland,1987-03-26,,,medium,"Second printing of the same act already published at AAS 79 (1987) 514: it opens fasc. N. 7 (8 July 1987) under the heading LITTERAE APOSTOLICAE with no act number, and spells the date 'die sexto et vigesimo mensis Martii' where p. 514 has 'die xxvi mensis Martii'. Duplicate of the record for p. 514. Country inferred as above. No vernacular title in the act; the image is named from the place 'Lysiec' (Łysiec)."
AAS,79,1987,1377,III,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 79 (1987), p. 1377",https://www.vatican.va/archive/aas/documents/AAS-79-1987-ocr.pdf,retrospective_attestation,"Templum vulgo nuncupatum « Notre-Dame de Hanswijk », in archiepiscopali urbe Mechliniensi extans, ad Basilicae Minoris dignitatem evehitur.","Mechliniae, in Belgarum clarissima urbe, insigne exstat templum vulgo nuncupatum « Notre-Dame de Hanswijk »",imago perantiqua Beatae Mariae Virginis,Onze-Lieve-Vrouw van Hanswijk / Notre-Dame de Hanswijk,Blessed Virgin Mary,templum « Notre-Dame de Hanswijk »,Mechelen (Malines),Mechliniensis-Bruxellensis,Mechelen-Brussels,Belgium,1987-08-03,1876-07-30,,high,"Basilica Minor elevation act stating the image was solemnly crowned by Cardinal Victor-Auguste Dechamps, Archbishop of Mechelen, on 30 July 1876 'nomine et auctoritate Pii PP. IX'. OCR 'tempulm' repaired to 'templum' in the incipit."
AAS,79,1987,1446,IV,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 79 (1987), p. 1446",https://www.vatican.va/archive/aas/documents/AAS-79-1987-ocr.pdf,papal_coronation_act,"Sinitur Archiepiscopus Caracensis Imaginem Beatae Mariae Virginis « de la Soledad », quae in urbe Caracis colitur, coronare.","Quandoquidem beata Maria Virgo est Christi Mater castissima, e qua per Filium salus nostra manavit; et exemplar et imago ipsa virtutum",Imago Beatae Mariae Virginis « Nuestra Señora de la Soledad »,Nuestra Señora de la Soledad,Blessed Virgin Mary,"church of St Francis of Assisi, Caracas",Caracas,Caracensis,Caracas,Venezuela,1987-11-05,,,medium,"Faculty granted to Iosephus Ali Card. Lebrun Moratinos, Archbishop of Caracas, or a man delegated by him, to crown the image in the Pope's name during Mass on a day of his choosing; no coronation date given. Country not named in the act: inferred from Caracas / archdiocese Caracensis. Datum 'anno MDCCCCLXXXVII' = 1987."
AAS,79,1987,1447,V,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 79 (1987), p. 1447",https://www.vatican.va/archive/aas/documents/AAS-79-1987-ocr.pdf,papal_coronation_act,"Beatae Mariae Virginis Scapularis seu de Monte Carmelo imago quae in oppido « Czerna » colitur, in archidioecesis Cracoviensis finibus, sacro diademate redimitur.","Dei Matris dilectionem et cultum quotiens profecto licet excitare in fidelium communitatibus et augere, Nos ardenti sane studio ac magna quadam laetitia perfundimur",Imago Beatae Mariae Virginis Scapularis seu de Monte Carmelo,,Blessed Virgin Mary,,Czerna,Cracoviensis,Kraków,Poland,1987-11-07,,,medium,"Act begins on printed page 1447 (passage printed_page is 1446); confirmed by the volume index. Faculty granted to Franciscus Card. Macharski, Archbishop of Kraków, petition dated 22 Aug. 1987, to crown the image in the Pope's name in person or through another; no coronation date given. The rubric spells 'Scapularia', the body 'Scapularis'. Church not named (Carmelite shrine at Czerna). Country not named: inferred from Czerna / archdiocese of Kraków. No vernacular title in the act; the Latin has 'B. M. V. Scapularis seu de Monte Carmelo'."
AAS,80,1988,366,III,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 80 (1988), p. 366",https://www.vatican.va/archive/aas/documents/AAS-80-1988-ocr.pdf,papal_coronation_act,"B. M. V. imago populari sermone « Virgen de los desamparados » appellata, quae in Sanctuario loci v. d. « El Saliente » asservatur, sacro diademate redimitur.",Ministerii Nostri pontificalis ab initio Virginis Mariae cultum apud Dei plebem excitandum atque adeo augendum curavimus,Imago Beatae Mariae Virginis « Virgen de los desamparados »,Virgen de los Desamparados,Blessed Virgin Mary,Sanctuary of El Saliente,El Saliente,Almeriensis,Almería,Spain,1987-11-24,,,medium,"Act begins on printed page 366 (passage printed_page is 365). Faculty granted to Emmanuel O. Hervás, Bishop of Almería (petition dated 8 Oct.), or a delegate, to crown the image in the Pope's name; no coronation date given. Country not named in the act: inferred from the diocese of Almería. OCR reads 'EI Saliente' for 'El Saliente'."
AAS,80,1988,965,III,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 80 (1988), p. 965",https://www.vatican.va/archive/aas/documents/AAS-80-1988-ocr.pdf,papal_coronation_act,"Fit facultas Episcopo Gorzoviensi sacram coronandi imaginem B. M. V. « Dominae patientis auditionis », quae in paroecia Rokitno eiusdem dioecesis pie colitur.","Quam iucunda omnino cum animi recordatione, quam suavi simul cum pietatis adiectione ad locum simulacrum cultum revolvimur hodie",imago B. M. V. « Dominae patientis exauditionis »,Matka Boża Rokitniańska (Cierpliwie Słuchająca),Blessed Virgin Mary,paroecia Rokitno,Rokitno,Gorzoviensis,Gorzów (Zielona Góra-Gorzów),Poland,1988-01-22,,,high,"Retrieved from txt for the AAS 80 index entry 'Dominae patientis auditionis ... 965'. The rubric reads 'patientis auditionis', the body 'patientis exauditionis'. Bishop: Józef Michalik."
AAS,80,1988,966,IV,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 80 (1988), p. 966",https://www.vatican.va/archive/aas/documents/AAS-80-1988-ocr.pdf,papal_coronation_act,"Sinitur Episcopus Lublinensis coronandi simulacrum B. M. V. « Dominae Nostrae Plorantis », quae pie servatur in cathedrali aede S. Ioannis.","Complura inter sacella illa ac monumenta Marialia, quibus et merito Nostra patria Polonia catholica gloriatur",simulacrum B. M. V. « Dominae Nostrae Plorantis »,Matka Boża Płacząca (Lublin),Blessed Virgin Mary,cathedralis aedes Sancti Ioannis,Lublin,Lublinensis,Lublin,Poland,1988-01-28,,,high,"Passage printed_page is 967 but the act begins on p. 966 (rubric IV there, confirmed in txt and in the AAS 80 index); aas_page set to the act's start page. Bishop: Bolesław Pylak."
AAS,80,1988,1101,IV,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 80 (1988), p. 1101",https://www.vatican.va/archive/aas/documents/AAS-80-1988-ocr.pdf,papal_coronation_act,"Imago Beatae Mariae Victricis, quae Vratislaviae in Poloniae urbe pie colitur ibique in templo B.M.V. « in Arena » dedicato asservatur, pretioso diademate redimitur.",Magno quidem honore dignissima existimanda videtur imago Beatae Mariae Victricis a saeculo XVI repetita,imago Beatae Mariae Victricis,"Matka Boża Zwycięska (Mariampolska), Wrocław",Blessed Virgin Mary,"templum B.M.V. « in Arena » (Wrocław, NMP na Piasku)",Wrocław (Vratislavia),Vratislaviensis,Wrocław,Poland,1988-03-30,,,high,Retrieved from txt for the AAS 80 index entry 'B.M.V. Victricis ... 1101'. Petitioner: Card. Henryk Gulbinowicz.
AAS,80,1988,1398,V,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 80 (1988), p. 1398",https://www.vatican.va/archive/aas/documents/AAS-80-1988-ocr.pdf,papal_coronation_act,"Pretioso diademate imago B. M. V. Deiparae redimitur, quae intra fines dioecesis Kaisiadorensis asservatur in paroeciali aede sacra loci « Pivasiünai » pieque excolitur.","Ut Ecclesiae Kaisiadorensis memoriae proditum est, satis de peculiari venerationis cultu cognoscitur",imago B. M. V. Deiparae,Pivašiūnų Dievo Motina,Blessed Virgin Mary,paroecialis aedes sacra loci Pivašiūnai,Pivašiūnai,Kaisiadorensis,Kaišiadorys,Lithuania,1988-04-26,,,high,Retrieved from txt for the AAS 80 index entry 'Pivasiünai ... 1398'. Apostolic Administrator: Vincentas Sladkevičius. Country explicit ('e regionibus Lituaniae').
AAS,80,1988,1739,I,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 80 (1988), p. 1739",https://www.vatican.va/archive/aas/documents/AAS-80-1988-ocr.pdf,papal_personal_coronation,B. M. V. signum quod in ecclesia paroeciali loci v. d. Zakopane-Krzeptówki colitur ab Ipso Summo Pontifice pretioso diademate redimitur.,Nemini quidem latet quanta dilectione quantoque filiali amore Nos ab ineunte aetate Beatam Mariam Virginem colamus,B. M. V. signum,"Matka Boża Fatimska, Zakopane-Krzeptówki",Blessed Virgin Mary,ecclesia paroecialis Zakopane-Krzeptówki,Zakopane-Krzeptówki,Cracoviensis,Kraków,Poland,1987-10-11,1987-10-11,,medium,"Retrieved from txt for the AAS 80 index entry 'Ab ipso S. P. coronatur quae in loco Zakopane-Krzeptówki colitur, 1739'. The Pope crowned it himself in St Peter's Square: 'in Foro Petriano ... hoc ipso die, pridie IX anniversarii diei ab initio Pontificatus Nostri, simulacrum ... pretioso diademate coronavimus'. Coronation date taken as the Datum date (11 Oct 1987); the phrase 'pridie IX anniversarii' does not fit 11 October and should be checked. The image is a Fatima statue given by the Bishop of Leiria-Fátima to Card. Wyszyński. Petitioner: Card. Franciszek Macharski; country/diocese inferred from the Cracow archdiocese."
AAS,80,1988,1742,IV,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 80 (1988), p. 1742",https://www.vatican.va/archive/aas/documents/AAS-80-1988-ocr.pdf,papal_coronation_act,"Simulacrum B. M. V. in caelum Assumptae, quod intra fines dioecesis Sonsonensis-Rivi Nigri pie colitur ibique in templo oppidi « Marinilla » asservatur, diademate redimitur pretioso.","Ut memoriae proditum est, haud licet de praecipuo venerationis cultu dubitare, quo intra fines Ecclesiae Sonsonensis-Rivi Nigri",imago B. V. Mariae in caelum Assumptae,Nuestra Señora de la Asunción (Marinilla),Blessed Virgin Mary,templum paroeciale loci « Marinilla »,Marinilla,Sonsonensis-Rivi Nigri,Sonsón-Rionegro,Colombia,1988-06-11,,,medium,Retrieved from txt for the AAS 80 index entry 'Marinilla ... 1742'. Bishop: Alfonso Uribe Jaramillo. Country inferred from the see of Sonsón-Rionegro (act does not name Colombia).
AAS,81,1989,824,VII,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 81 (1989), p. 824",https://www.vatican.va/archive/aas/documents/AAS-81-1989-ocr.pdf,papal_coronation_act,"Beatae Mariae Virginis vulgo « La Virgen del Viejo » appellatae simulacrum, quod intra fines dioecesis Leonensis in Nicaragua excolitur, pretioso diademate redimitur.","Quod est Ecclesiae Leonensis in Nicaragua memoriae proditum certisque comprobatur Curiae documentis, de peculiari venerationis cultu dubitari nequit",,La Virgen del Viejo (Nuestra Señora de El Viejo),Blessed Virgin Mary,Sanctuarium eiusdem imaginis,El Viejo,Leonensis in Nicaragua,León (Nicaragua),Nicaragua,1988-12-28,,,high,"Source passage is the AAS 81 analytical index (p. 1429, s.v. 'Imagines B.M.V.'); act retrieved from txt and cited at its own page 824. Bishop: Julián Luis Barni."
AAS,81,1989,825,VIII,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 81 (1989), p. 825",https://www.vatican.va/archive/aas/documents/AAS-81-1989-ocr.pdf,papal_coronation_act,B.M.V. imago quae in oppido colitur Tecomán Colimensis dioecesis quamque vocant atque indigenae usurpant « Virgen de la Candelaria » Summi Pontificis nomine pretioso diademate redimitur.,"Principis Apostolorum obtinentes locum, erga Virginem Mariam cultum et filialem dilectionem in universo christiano populo excitare confirmareque nunquam destitimus",,Virgen de la Candelaria,Blessed Virgin Mary,Sanctuarium oppidi Tecomán,Tecomán,Colimensis,Colima,Mexico,1988-12-29,,,medium,"Act begins on printed p. 825 (passage printed_page is 824). Country Mexico inferred from the see of Colima and the town of Tecomán; not named in the act. Bishop José Fernández Arteaga of Colima, or his delegate, is commissioned to crown in the Pope's name."
AAS,81,1989,827,X,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 81 (1989), p. 827",https://www.vatican.va/archive/aas/documents/AAS-81-1989-ocr.pdf,papal_personal_coronation,Memoriae proditur Summum Pontificem Ioannem Paulum II die undevicesimo mensis Iunii anno 1983 imaginem coronasse Beatae Mariae Virginis « Matris Pacis » in dioecesi Varmiensi.,Maxima afficimur laetitia quotiescumque facultas Nobis contingit signum aliquod dandi Nostrae in Beatissimam Virginem Mariam pietatis,Imago B. M. V. « Matris Pacis »,"Matka Boża Królowa Pokoju, Stoczek Warmiński",Blessed Virgin Mary,,Stoczek Warmiński,Varmiensis,Warmia,Poland,1989-02-23,1983-06-19,,high,"Retrieved from txt for the AAS 81 index entry 'Matris Pacis, in dioec. Varmiensi, 827'. The Pope crowned the image at Jasna Góra, Częstochowa, on 19 June 1983 (one of the four images of the Częstochowa coronation address, AAS 75 p. 935). Bishop: Jan Obłąk."
AAS,82,1990,1512,,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 82 (1990), p. 1512",https://www.vatican.va/archive/aas/documents/AAS-82-1990-ocr.pdf,papal_personal_coronation,"Memoriae proditur Summum Pontificem Ioannem Paulum II die decimo mensis Maii anno MCMXC in urbe Monterreyensi imaginem coronavisse Immaculatae Conceptionis Mariae, « Virgen Chiquita » appellatam.",Imo ex pectore laetamur cum occasio Nobis datur ad Nostram pietatem in Beatissimam Virginem Mariam significandam,Immaculata Conceptio Mariae,Virgen Chiquita,Blessed Virgin Mary,parish church raised to Basilica Minor by the Brief « Romanorum Pontificum » of 4 March 1989 (name not given in the act; the coronation itself took place « in Rivo Sancta Catharina urbis Monterreyensis »),Monterrey,Monterreyensis,Monterrey,Mexico,1990-07-12,1990-05-10,,high,"The candidate passage is the volume's chronological index (printed page 1658), which points to the act at page 1512; per spec rule 5 the act's START page 1512 is used as aas_page. Full act text verified in txt/AAS-82-1990-ocr.txt at [[PDFPAGE 1512]]-1513: « ... aureo diademate, benedictione sacrato, sollemni redimiimus ritu ». No section roman numeral precedes the heading LITTERAE APOSTOLICAE, so act_number is null. Church name not stated in the act."
